Date,Visitor,VGoal,Home,HGoal,SO
2024-04-03,Edmonton Oilers,,Dallas Stars,,
2024-04-03,Seattle Kraken,,Los Angeles Kings,,
2024-04-03,New Jersey Devils,,New York Rangers,,
2024-04-03,Tampa Bay Lightning,,Toronto Maple Leafs,,
2024-04-04,Boston Bruins,,Carolina Hurricanes,,
2024-04-04,New York Islanders,,Columbus Blue Jackets,,
2024-04-04,Colorado Avalanche,,Minnesota Wild,,
2024-04-04,Tampa Bay Lightning,,Montreal Canadiens,,
2024-04-04,St. Louis Blues,,Nashville Predators,,
2024-04-04,Florida Panthers,,Ottawa Senators,,
2024-04-04,Los Angeles Kings,,San Jose Sharks,,
2024-04-04,Calgary Flames,,Winnipeg Jets,,
2024-04-04,Pittsburgh Penguins,,Washington Capitals,,
2024-04-05,Seattle Kraken,,Anaheim Ducks,,
2024-04-05,Vegas Golden Knights,,Arizona Coyotes,,
2024-04-05,Philadelphia Flyers,,Buffalo Sabres,,
2024-04-05,Washington Capitals,,Carolina Hurricanes,,
2024-04-05,New York Rangers,,Detroit Red Wings,,
2024-04-05,Colorado Avalanche,,Edmonton Oilers,,
2024-04-06,Florida Panthers,,Boston Bruins,,
2024-04-06,Philadelphia Flyers,,Columbus Blue Jackets,,
2024-04-06,Edmonton Oilers,,Calgary Flames,,
2024-04-06,Dallas Stars,,Chicago Blackhawks,,
2024-04-06,Vancouver Canucks,,Los Angeles Kings,,
2024-04-06,Winnipeg Jets,,Minnesota Wild,,
2024-04-06,Toronto Maple Leafs,,Montreal Canadiens,,
2024-04-06,Nashville Predators,,New York Islanders,,
2024-04-06,New Jersey Devils,,Ottawa Senators,,
2024-04-06,Tampa Bay Lightning,,Pittsburgh Penguins,,
2024-04-06,St. Louis Blues,,San Jose Sharks,,
2024-04-07,St. Louis Blues,,Anaheim Ducks,,
2024-04-07,Columbus Blue Jackets,,Carolina Hurricanes,,
2024-04-07,Minnesota Wild,,Chicago Blackhawks,,
2024-04-07,Dallas Stars,,Colorado Avalanche,,
2024-04-07,Buffalo Sabres,,Detroit Red Wings,,
2024-04-07,Nashville Predators,,New Jersey Devils,,
2024-04-07,Montreal Canadiens,,New York Rangers,,
2024-04-07,Arizona Coyotes,,San Jose Sharks,,
2024-04-07,Ottawa Senators,,Washington Capitals,,
2024-04-08,Pittsburgh Penguins,,Toronto Maple Leafs,,
2024-04-08,Vegas Golden Knights,,Vancouver Canucks,,
2024-04-09,Los Angeles Kings,,Anaheim Ducks,,
2024-04-09,Carolina Hurricanes,,Boston Bruins,,
2024-04-09,Minnesota Wild,,Colorado Avalanche,,
2024-04-09,Buffalo Sabres,,Dallas Stars,,
2024-04-09,Washington Capitals,,Detroit Red Wings,,
2024-04-09,Ottawa Senators,,Florida Panthers,,
2024-04-09,Philadelphia Flyers,,Montreal Canadiens,,
2024-04-09,Toronto Maple Leafs,,New Jersey Devils,,
2024-04-09,Winnipeg Jets,,Nashville Predators,,
2024-04-09,New York Rangers,,New York Islanders,,
2024-04-09,Arizona Coyotes,,Seattle Kraken,,
2024-04-09,Calgary Flames,,San Jose Sharks,,
2024-04-09,Columbus Blue Jackets,,Tampa Bay Lightning,,
2024-04-10,Vegas Golden Knights,,Edmonton Oilers,,
2024-04-10,Chicago Blackhawks,,St. Louis Blues,,
2024-04-10,Arizona Coyotes,,Vancouver Canucks,,
2024-04-11,Washington Capitals,,Buffalo Sabres,,
2024-04-11,Winnipeg Jets,,Dallas Stars,,
2024-04-11,Columbus Blue Jackets,,Florida Panthers,,
2024-04-11,Calgary Flames,,Los Angeles Kings,,
2024-04-11,Montreal Canadiens,,New York Islanders,,
2024-04-11,Philadelphia Flyers,,New York Rangers,,
2024-04-11,Detroit Red Wings,,Pittsburgh Penguins,,
2024-04-11,San Jose Sharks,,Seattle Kraken,,
2024-04-11,Ottawa Senators,,Tampa Bay Lightning,,
2024-04-11,New Jersey Devils,,Toronto Maple Leafs,,
2024-04-12,Calgary Flames,,Anaheim Ducks,,
2024-04-12,Nashville Predators,,Chicago Blackhawks,,
2024-04-12,Arizona Coyotes,,Edmonton Oilers,,
2024-04-12,Carolina Hurricanes,,St. Louis Blues,,
2024-04-12,Minnesota Wild,,Vegas Golden Knights,,
2024-04-13,Winnipeg Jets,,Colorado Avalanche,,
2024-04-13,Seattle Kraken,,Dallas Stars,,
2024-04-13,Vancouver Canucks,,Edmonton Oilers,,
2024-04-13,Buffalo Sabres,,Florida Panthers,,
2024-04-13,Anaheim Ducks,,Los Angeles Kings,,
2024-04-13,Columbus Blue Jackets,,Nashville Predators,,
2024-04-13,New York Islanders,,New York Rangers,,
2024-04-13,Montreal Canadiens,,Ottawa Senators,,
2024-04-13,New Jersey Devils,,Philadelphia Flyers,,
2024-04-13,Boston Bruins,,Pittsburgh Penguins,,
2024-04-13,Minnesota Wild,,San Jose Sharks,,
2024-04-13,Detroit Red Wings,,Toronto Maple Leafs,,
2024-04-13,Tampa Bay Lightning,,Washington Capitals,,
2024-04-14,Arizona Coyotes,,Calgary Flames,,
2024-04-14,Carolina Hurricanes,,Chicago Blackhawks,,
2024-04-14,Seattle Kraken,,St. Louis Blues,,
2024-04-14,Colorado Avalanche,,Vegas Golden Knights,,
2024-04-15,Montreal Canadiens,,Detroit Red Wings,,
2024-04-15,San Jose Sharks,,Edmonton Oilers,,
2024-04-15,Minnesota Wild,,Los Angeles Kings,,
2024-04-15,New York Islanders,,New Jersey Devils,,
2024-04-15,Ottawa Senators,,New York Rangers,,
2024-04-15,Nashville Predators,,Pittsburgh Penguins,,
2024-04-15,Buffalo Sabres,,Tampa Bay Lightning,,
2024-04-15,Boston Bruins,,Washington Capitals,,
2024-04-16,Ottawa Senators,,Boston Bruins,,
2024-04-16,Carolina Hurricanes,,Columbus Blue Jackets,,
2024-04-16,Toronto Maple Leafs,,Florida Panthers,,
2024-04-16,Detroit Red Wings,,Montreal Canadiens,,
2024-04-16,Washington Capitals,,Philadelphia Flyers,,
2024-04-16,Calgary Flames,,Vancouver Canucks,,
2024-04-16,Chicago Blackhawks,,Vegas Golden Knights,,
2024-04-16,Seattle Kraken,,Winnipeg Jets,,
2024-04-17,Edmonton Oilers,,Arizona Coyotes,,
2024-04-17,St. Louis Blues,,Dallas Stars,,
2024-04-17,Pittsburgh Penguins,,New York Islanders,,
2024-04-17,Toronto Maple Leafs,,Tampa Bay Lightning,,
2024-04-18,San Jose Sharks,,Calgary Flames,,
2024-04-18,Edmonton Oilers,,Colorado Avalanche,,
2024-04-18,Chicago Blackhawks,,Los Angeles Kings,,
2024-04-18,Seattle Kraken,,Minnesota Wild,,
2024-04-18,Anaheim Ducks,,Vegas Golden Knights,,
2024-04-18,Vancouver Canucks,,Winnipeg Jets,,
